Device Description,Grid,Date,Reading
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/1/2025,19803.52
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/2/2025,18712.32
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/3/2025,16044.16
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/4/2025,31071.04
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/5/2025,42546.24
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/6/2025,44872.96
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/7/2025,41676.8
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/8/2025,38394.4
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/9/2025,61761.92
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/10/2025,55964.48
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/11/2025,56950.08
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/12/2025,57710.4
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/13/2025,49684.8
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/14/2025,0
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/15/2025,1721.28
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/16/2025,73159.68
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/17/2025,66394.24
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/18/2025,67962.4
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/19/2025,35928.64
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/20/2025,18550.4
MT831_HTO-4790_Haroon-Sons_SW15_T1,W-Wharf,10/21/2025,21056.64
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/1/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/2/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/3/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/4/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/5/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/6/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/7/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/8/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/9/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/10/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/11/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/12/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/13/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/14/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/15/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/16/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/17/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/18/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/19/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/20/2025,0
MT831_HTO-4805_Akber-Motors_SW10_T1,Maripur,10/21/2025,0
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/1/2025,0
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/2/2025,0
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/3/2025,0
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/4/2025,36.96
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/5/2025,3.52
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/6/2025,24.64
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/7/2025,65.12
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/8/2025,68.64
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/9/2025,79.2
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/10/2025,56.32
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/11/2025,45.76
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/12/2025,3937.12
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/13/2025,25080
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/14/2025,23547.04
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/15/2025,24735.04
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/16/2025,21151.68
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/17/2025,20900
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/18/2025,21176.32
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/19/2025,12547.04
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/20/2025,18562.72
MT831_HTO-4826_Hamza-Steel_SW16_T1,Maripur,10/21/2025,22091.52
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/1/2025,20046.4
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/2/2025,23253.12
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/3/2025,22624.8
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/4/2025,21855.68
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/5/2025,19430.4
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/6/2025,20071.04
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/7/2025,22503.36
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/8/2025,22524.48
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/9/2025,21452.64
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/10/2025,21501.92
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/11/2025,22858.88
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/12/2025,18358.56
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/13/2025,18208.96
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/14/2025,17821.76
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/15/2025,22195.36
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/16/2025,19604.64
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/17/2025,19546.56
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/18/2025,21744.8
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/19/2025,19220.96
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/20/2025,18228.32
MT831_HTO-4830_Shafi-Tenary_SW15_T1,Maripur,10/21/2025,21433.28
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/1/2025,24455.2
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/2/2025,25491.84
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/3/2025,25034.24
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/4/2025,25669.6
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/5/2025,19800
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/6/2025,24073.28
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/7/2025,22864.16
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/8/2025,22693.44
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/9/2025,22542.08
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/10/2025,22165.44
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/11/2025,23152.8
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/12/2025,17543.68
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/13/2025,21934.88
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/14/2025,22385.44
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/15/2025,22300.96
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/16/2025,22357.28
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/17/2025,22422.4
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/18/2025,23647.36
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/19/2025,18527.52
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/20/2025,22661.76
MT831_HTO-4842_Jama-Cloth_SW6_T1,Elender,10/21/2025,23390.4
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/1/2025,22283.36
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/2/2025,21621.6
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/3/2025,24303.84
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/4/2025,22007.04
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/5/2025,21952.48
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/6/2025,21841.6
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/7/2025,21156.96
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/8/2025,24845.92
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/9/2025,24335.52
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/10/2025,22427.68
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/11/2025,20275.2
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/12/2025,20111.52
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/13/2025,19506.08
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/14/2025,19949.6
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/15/2025,20790.88
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/16/2025,20433.6
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/17/2025,22300.96
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/18/2025,20324.48
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/19/2025,20387.84
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/20/2025,20377.28
MT831_HTO-4892_Nawabad_SW34_T2,Old-Town,10/21/2025,21076
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/1/2025,21.12
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/2/2025,40.48
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/3/2025,40.48
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/4/2025,38.72
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/5/2025,35.2
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/6/2025,36.96
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/7/2025,36.96
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/8/2025,36.96
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/9/2025,35.2
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/10/2025,36.96
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/11/2025,33.44
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/12/2025,33.44
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/13/2025,35.2
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/14/2025,33.44
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/15/2025,17.6
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/16/2025,0
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/17/2025,0
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/18/2025,0
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/19/2025,5.28
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/20/2025,0
MT831_HTO-4918_Treatment-Plant_SW26_T2,Maripur,10/21/2025,0
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/1/2025,30822.88
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/2/2025,31877.12
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/3/2025,31989.76
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/4/2025,32195.68
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/5/2025,31535.68
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/6/2025,31037.6
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/7/2025,27397.92
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/8/2025,28649.28
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/9/2025,27431.36
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/10/2025,30219.2
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/11/2025,27554.56
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/12/2025,28582.4
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/13/2025,27888.96
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/14/2025,27063.52
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/15/2025,26771.36
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/16/2025,28325.44
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/17/2025,30916.16
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/18/2025,27220.16
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/19/2025,26604.16
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/20/2025,27142.72
MT831_HTO-4919_Maripur-Center_SW22_T2,Maripur,10/21/2025,28763.68
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/1/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/2/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/3/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/4/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/5/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/6/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/7/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/8/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/9/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/10/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/11/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/12/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/13/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/14/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/15/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/16/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/17/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/18/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/19/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/20/2025,0
MT831_HTO-4923_Native-Jetty_SW7_T1,W-Wharf,10/21/2025,9632.48
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/1/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/2/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/3/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/4/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/5/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/6/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/7/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/8/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/9/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/10/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/11/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/12/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/13/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/14/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/15/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/16/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/17/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/18/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/19/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/20/2025,0
MT831_HTO-4937_Cap_SW3_T1,W-Wharf,10/21/2025,0
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/1/2025,13254.56
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/2/2025,13805.44
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/3/2025,12742.4
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/4/2025,7747.52
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/5/2025,5827.36
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/6/2025,13226.4
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/7/2025,12605.12
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/8/2025,12364
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/9/2025,9797.92
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/10/2025,2657.6
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/11/2025,1934.24
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/12/2025,837.76
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/13/2025,3602.72
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/14/2025,8425.12
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/15/2025,7604.96
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/16/2025,15898.08
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/17/2025,11197.12
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/18/2025,6944.96
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/19/2025,5436.64
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/20/2025,12052.48
MT831_HTO-4939_Deenar-House_SW5_T1,W-Wharf,10/21/2025,11638.88
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/1/2025,4111.36
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/2/2025,4301.44
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/3/2025,3268.32
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/4/2025,2916.32
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/5/2025,1152.8
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/6/2025,4128.96
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/7/2025,3472.48
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/8/2025,3732.96
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/9/2025,3673.12
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/10/2025,3625.6
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/11/2025,2508
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/12/2025,1089.44
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/13/2025,3616.8
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/14/2025,3708.32
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/15/2025,3523.52
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/16/2025,3600.96
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/17/2025,3495.36
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/18/2025,2645.28
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/19/2025,1166.88
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/20/2025,3766.4
MT831_HTO-4941_Karachi-Labor-Doc_SW2_T1,W-Wharf,10/21/2025,3775.2
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/1/2025,24203.52
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/2/2025,23527.68
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/3/2025,25402.08
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/4/2025,22485.76
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/5/2025,8308.96
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/6/2025,23694.88
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/7/2025,23872.64
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/8/2025,19777.12
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/9/2025,23726.56
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/10/2025,20672.96
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/11/2025,19235.04
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/12/2025,8189.28
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/13/2025,25564
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/14/2025,26322.56
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/15/2025,26174.72
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/16/2025,25938.88
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/17/2025,24601.28
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/18/2025,25266.56
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/19/2025,7912.96
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/20/2025,27427.84
MT831_HTO-4946_Muslim-Garden-S/S_SW12_T1,Old-Town,10/21/2025,27082.88
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/1/2025,43889.12
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/2/2025,45578.72
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/3/2025,46173.6
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/4/2025,40443.04
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/5/2025,39300.8
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/6/2025,43688.48
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/7/2025,42176.64
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/8/2025,41178.72
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/9/2025,32215.04
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/10/2025,43816.96
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/11/2025,37664
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/12/2025,35509.76
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/13/2025,39744.32
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/14/2025,39941.44
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/15/2025,39402.88
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/16/2025,40200.16
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/17/2025,40582.08
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/18/2025,38978.72
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/19/2025,33938.08
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/20/2025,40069.92
MT831_HTO-4970_Bengal-Oil_SW23_T2,Old-Town,10/21/2025,39626.4
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/1/2025,28369.44
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/2/2025,28900.96
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/3/2025,11855.36
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/4/2025,3592.16
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/5/2025,3687.2
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/6/2025,3555.2
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/7/2025,8486.72
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/8/2025,9648.32
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/9/2025,3037.76
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/10/2025,3472.48
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/11/2025,3099.36
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/12/2025,3245.44
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/13/2025,3111.68
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/14/2025,3018.4
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/15/2025,3111.68
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/16/2025,3041.28
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/17/2025,3347.52
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/18/2025,3087.04
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/19/2025,3289.44
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/20/2025,3102.88
MT831_HTO-4983_Pak-High-Oil_SW86_T1,K-Town,10/21/2025,3124
MT831_HTO-5006_Paracha-Textile_SW7_T1,Maripur,10/1/2025,55478.72
MT831_HTO-5006_Paracha-Textile_SW7_T1,Maripur,10/2/2025,59336.64
MT831_HTO-5006_Paracha-Textile_SW7_T1,Maripur,10/3/2025,53977.44
MT831_HTO-5006_Paracha-Textile_SW7_T1,Maripur,10/4/2025,56247.84
